union_id,chrom,start,end,peak_class,annotation,figure4_feature
CTCF_union_00274,chr1,34011059,34011710,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00275,chr1,34061123,34061544,LOST,"Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",Intron
CTCF_union_00276,chr1,34068339,34068691,MAINTAINED,"Intron (ENSMUST00000183034.4/13518, intron 4 of 102)",Intron
CTCF_union_00277,chr1,34093703,34093971,LOST,"Intron (ENSMUST00000183034.4/13518, intron 5 of 102)",Intron
CTCF_union_00278,chr1,34097671,34097965,MAINTAINED,"Intron (ENSMUST00000183034.4/13518, intron 5 of 102)",Intron
CTCF_union_00279,chr1,34117649,34118323,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00280,chr1,34164624,34165053,MAINTAINED,"Exon (ENSMUST00000183331.7/13518, exon 18 of 18)",Other
CTCF_union_00281,chr1,34189977,34190366,MAINTAINED,"Exon (ENSMUST00000183034.4/13518, exon 39 of 103)",Other
CTCF_union_00282,chr1,34201460,34201843,MAINTAINED,"Intron (ENSMUST00000183034.4/13518, intron 47 of 102)",Intron
CTCF_union_00283,chr1,34218221,34218830,MAINTAINED,"Exon (ENSMUST00000183034.4/13518, exon 56 of 103)",Other
CTCF_union_00284,chr1,34409825,34410202,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00285,chr1,34439752,34440325,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00286,chr1,34459687,34460107,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00287,chr1,34462789,34463249,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00288,chr1,34472769,34473018,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00289,chr1,34485861,34486252,MAINTAINED,"Exon (ENSMUST00000186117.1/ENSMUST00000186117.1, exon 1 of 4)",Other
CTCF_union_00290,chr1,34511091,34511481,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00291,chr1,34580071,34580384,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00292,chr1,34583874,34584421,MAINTAINED,"Intron (ENSMUST00000052670.10/211383, intron 1 of 1)",Intron
CTCF_union_00293,chr1,34602292,34602804,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00294,chr1,34642419,34642881,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00295,chr1,34665014,34665234,GAINED,Distal Intergenic,Distal
CTCF_union_00296,chr1,34700591,34701125,MAINTAINED,"Intron (ENSMUST00000159747.8/226970, intron 1 of 13)",Intron
CTCF_union_00297,chr1,34738366,34738730,MAINTAINED,"Intron (ENSMUST00000159747.8/226970, intron 3 of 13)",Intron
CTCF_union_00298,chr1,34751306,34751689,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00299,chr1,34775592,34775890,MAINTAINED,"Intron (ENSMUST00000159747.8/226970, intron 4 of 13)",Intron
CTCF_union_00300,chr1,34776536,34776756,GAINED,"Intron (ENSMUST00000159747.8/226970, intron 4 of 13)",Intron
CTCF_union_00301,chr1,34842503,34842767,LOST,Promoter (<=1kb),Promoter
CTCF_union_00302,chr1,34867063,34867731,MAINTAINED,"Intron (ENSMUST00000156687.7/226971, intron 6 of 6)",Intron
CTCF_union_00303,chr1,34891487,34892005,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00304,chr1,34893828,34894158,GAINED,Distal Intergenic,Distal
CTCF_union_00305,chr1,34896211,34896436,LOST,Distal Intergenic,Distal
CTCF_union_00306,chr1,34896902,34897356,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00307,chr1,34988307,34988520,LOST,Distal Intergenic,Distal
CTCF_union_00308,chr1,35032656,35032975,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00309,chr1,35266652,35266958,LOST,Distal Intergenic,Distal
CTCF_union_00310,chr1,35385319,35385774,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00311,chr1,35388160,35388502,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00312,chr1,35465129,35465381,LOST,Distal Intergenic,Distal
CTCF_union_00313,chr1,35715972,35716332,LOST,Distal Intergenic,Distal
CTCF_union_00314,chr1,35726698,35726978,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00315,chr1,35839619,35839910,GAINED,Distal Intergenic,Distal
CTCF_union_00316,chr1,36064675,36065256,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00317,chr1,36068206,36069079,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00318,chr1,36090545,36090876,GAINED,"Intron (ENSMUST00000088174.3/50785, intron 1 of 1)",Intron
CTCF_union_00319,chr1,36107030,36107279,GAINED,Distal Intergenic,Distal
CTCF_union_00320,chr1,36134550,36134940,MAINTAINED,"Exon (ENSMUST00000193983.1/ENSMUST00000193983.1, exon 3 of 4)",Other
CTCF_union_00321,chr1,36145027,36145494,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00322,chr1,36149390,36149761,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00323,chr1,36224765,36224960,LOST,"Intron (ENSMUST00000046875.13/320011, intron 4 of 40)",Intron
CTCF_union_00324,chr1,36244081,36244461,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00325,chr1,36252779,36253227,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00326,chr1,36254648,36255015,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00327,chr1,36256327,36256610,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00328,chr1,36277248,36277639,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_00329,chr1,36279190,36279619,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00330,chr1,36307256,36307673,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00331,chr1,36321876,36322124,LOST,3' UTR,Other
CTCF_union_00332,chr1,36324049,36324446,MAINTAINED,Downstream (<=300bp),Other
CTCF_union_00333,chr1,36444895,36445298,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00334,chr1,36471247,36472071,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00335,chr1,36492496,36492737,MAINTAINED,"Intron (ENSMUST00000153128.1/94220, intron 1 of 6)",Intron
CTCF_union_00336,chr1,36496789,36497062,MAINTAINED,"Intron (ENSMUST00000153128.1/94220, intron 1 of 6)",Intron
CTCF_union_00337,chr1,36501214,36501716,MAINTAINED,"Intron (ENSMUST00000153128.1/94220, intron 5 of 6)",Intron
CTCF_union_00338,chr1,36511282,36512078,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00339,chr1,36512343,36512819,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00340,chr1,36513691,36514041,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00341,chr1,36547017,36547743,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00342,chr1,36552010,36552256,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00343,chr1,36555892,36556177,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00344,chr1,36556691,36557916,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00345,chr1,36616085,36616350,GAINED,"Intron (ENSMUST00000170295.7/381337, intron 6 of 14)",Intron
CTCF_union_00346,chr1,36634951,36635401,MAINTAINED,"Exon (ENSMUST00000170295.7/381337, exon 5 of 15)",Other
CTCF_union_00347,chr1,36664536,36664752,LOST,"Intron (ENSMUST00000170295.7/381337, intron 1 of 14)",Intron
CTCF_union_00348,chr1,36683748,36684692,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00349,chr1,36691208,36691491,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00350,chr1,36696385,36696787,GAINED,Distal Intergenic,Distal
CTCF_union_00351,chr1,36709081,36709859,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00352,chr1,36737286,36737737,MAINTAINED,"Intron (ENSMUST00000208994.1/71166, intron 5 of 8)",Intron
CTCF_union_00353,chr1,36744488,36745000,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00354,chr1,36746456,36746795,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_00355,chr1,36784485,36785613,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00356,chr1,36786445,36787265,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00357,chr1,36805519,36806023,MAINTAINED,"Intron (ENSMUST00000027290.11/56030, intron 31 of 40)",Intron
CTCF_union_00358,chr1,36822012,36822257,GAINED,Promoter (2-3kb),Promoter
CTCF_union_00359,chr1,37194543,37194997,GAINED,Distal Intergenic,Distal
CTCF_union_00360,chr1,37249290,37249555,MAINTAINED,"Intron (ENSMUST00000194195.5/12790, intron 3 of 5)",Intron
CTCF_union_00361,chr1,37250406,37251266,MAINTAINED,"Intron (ENSMUST00000194195.5/12790, intron 3 of 5)",Intron
CTCF_union_00362,chr1,37258521,37258807,GAINED,"Intron (ENSMUST00000194195.5/12790, intron 5 of 5)",Intron
CTCF_union_00363,chr1,37272354,37273397,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00364,chr1,37329195,37329472,MAINTAINED,"Intron (ENSMUST00000146676.1/269180, intron 1 of 1)",Intron
CTCF_union_00365,chr1,37401628,37402109,MAINTAINED,"Intron (ENSMUST00000027287.10/269180, intron 25 of 25)",Intron
CTCF_union_00366,chr1,37419406,37419924,MAINTAINED,3' UTR,Other
CTCF_union_00367,chr1,37429960,37430367,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00368,chr1,37448419,37448732,MAINTAINED,"Intron (ENSMUST00000042161.14/269181, intron 13 of 14)",Intron
CTCF_union_00369,chr1,37460034,37460350,GAINED,"Intron (ENSMUST00000042161.14/269181, intron 7 of 14)",Intron
CTCF_union_00370,chr1,37471835,37472110,LOST,"Intron (ENSMUST00000042161.14/269181, intron 4 of 14)",Intron
CTCF_union_00371,chr1,37634583,37635022,MAINTAINED,"Intron (ENSMUST00000162875.7/72097, intron 3 of 9)",Intron
CTCF_union_00372,chr1,37639107,37639553,MAINTAINED,"Intron (ENSMUST00000162875.7/72097, intron 2 of 9)",Intron
CTCF_union_00373,chr1,37654004,37654306,GAINED,"Intron (ENSMUST00000162875.7/72097, intron 1 of 9)",Intron
CTCF_union_00374,chr1,37678338,37678877,MAINTAINED,"Intron (ENSMUST00000162875.7/72097, intron 1 of 9)",Intron
CTCF_union_00375,chr1,37719614,37720252,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00376,chr1,37802297,37802655,MAINTAINED,"Intron (ENSMUST00000041815.14/211484, intron 14 of 19)",Intron
CTCF_union_00377,chr1,37864727,37865321,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00378,chr1,37867068,37867382,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00379,chr1,37891327,37891841,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00380,chr1,37985678,37986105,MAINTAINED,3' UTR,Other
CTCF_union_00381,chr1,37997167,37998256,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00382,chr1,38128987,38130402,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00383,chr1,38185451,38185973,MAINTAINED,"Intron (ENSMUST00000095027.8/16764, intron 18 of 21)",Intron
CTCF_union_00384,chr1,38202827,38203168,MAINTAINED,"Intron (ENSMUST00000095027.8/16764, intron 15 of 21)",Intron
CTCF_union_00385,chr1,38252685,38253076,MAINTAINED,"Intron (ENSMUST00000095027.8/16764, intron 9 of 21)",Intron
CTCF_union_00386,chr1,38264709,38264912,LOST,"Intron (ENSMUST00000095027.8/16764, intron 9 of 21)",Intron
CTCF_union_00387,chr1,38307247,38307526,GAINED,"Intron (ENSMUST00000095027.8/16764, intron 8 of 21)",Intron
CTCF_union_00388,chr1,38318713,38319007,MAINTAINED,"Intron (ENSMUST00000095027.8/16764, intron 8 of 21)",Intron
CTCF_union_00389,chr1,38390903,38391136,LOST,"Exon (ENSMUST00000143261.7/ENSMUST00000143261.7, exon 4 of 5)",Other
CTCF_union_00390,chr1,38392934,38393324,MAINTAINED,"Intron (ENSMUST00000143261.7/ENSMUST00000143261.7, intron 4 of 4)",Intron
CTCF_union_00391,chr1,38626803,38627681,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00392,chr1,38628463,38628709,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00393,chr1,38767768,38768316,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00394,chr1,38769863,38770255,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00395,chr1,38787386,38787858,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00396,chr1,38788911,38789331,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00397,chr1,38799347,38799805,MAINTAINED,"Intron (ENSMUST00000147695.8/381338, intron 11 of 11)",Intron
CTCF_union_00398,chr1,38834942,38835272,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_00399,chr1,38836071,38836314,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00400,chr1,38836618,38836861,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00401,chr1,38856129,38856609,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00402,chr1,38862270,38862562,LOST,Distal Intergenic,Distal
CTCF_union_00403,chr1,38897961,38898206,LOST,Promoter (<=1kb),Promoter
CTCF_union_00404,chr1,38934685,38934994,LOST,Distal Intergenic,Distal
CTCF_union_00405,chr1,38936777,38937151,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_00406,chr1,38989495,38989790,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00407,chr1,39000906,39001775,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00408,chr1,39010516,39011142,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00409,chr1,39192812,39193290,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00410,chr1,39193671,39194004,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00411,chr1,39196709,39196952,LOST,Promoter (2-3kb),Promoter
CTCF_union_00412,chr1,39207020,39207272,MAINTAINED,"Intron (ENSMUST00000173050.7/18143, intron 1 of 2)",Intron
CTCF_union_00413,chr1,39217599,39217994,MAINTAINED,"Intron (ENSMUST00000173050.7/18143, intron 1 of 2)",Intron
CTCF_union_00414,chr1,39253856,39254096,LOST,"Intron (ENSMUST00000173050.7/18143, intron 1 of 2)",Intron
CTCF_union_00415,chr1,39340632,39340998,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00416,chr1,39344944,39345268,LOST,"Intron (ENSMUST00000056815.8/18143, intron 16 of 20)",Intron
CTCF_union_00417,chr1,39390439,39391084,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00418,chr1,39392158,39392662,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00419,chr1,39414144,39414486,GAINED,"Intron (ENSMUST00000054462.10/54610, intron 2 of 19)",Intron
CTCF_union_00420,chr1,39478215,39478527,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00421,chr1,39504326,39504563,LOST,Distal Intergenic,Distal
CTCF_union_00422,chr1,39522480,39523348,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00423,chr1,39527435,39527876,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00424,chr1,39530225,39530674,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00425,chr1,39547273,39547569,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00426,chr1,39562058,39562251,LOST,"Intron (ENSMUST00000062525.10/67702, intron 3 of 6)",Intron
CTCF_union_00427,chr1,39576493,39577201,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00428,chr1,39614890,39615377,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00429,chr1,39650519,39651281,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00430,chr1,39685844,39686222,MAINTAINED,"Intron (ENSMUST00000151913.2/619289, intron 7 of 14)",Intron
CTCF_union_00431,chr1,39701283,39701560,GAINED,"Intron (ENSMUST00000151913.2/619289, intron 4 of 14)",Intron
CTCF_union_00432,chr1,39720615,39721019,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00433,chr1,39761357,39761791,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00434,chr1,39911507,39911933,MAINTAINED,"Intron (ENSMUST00000163854.8/26921, intron 2 of 30)",Intron
CTCF_union_00435,chr1,39936425,39936949,MAINTAINED,"Intron (ENSMUST00000163854.8/26921, intron 2 of 30)",Intron
CTCF_union_00436,chr1,39943034,39943262,GAINED,"Intron (ENSMUST00000163854.8/26921, intron 2 of 30)",Intron
CTCF_union_00437,chr1,39976868,39977266,MAINTAINED,"Intron (ENSMUST00000163854.8/26921, intron 5 of 30)",Intron
CTCF_union_00438,chr1,39983209,39983499,MAINTAINED,"Exon (ENSMUST00000163854.8/26921, exon 7 of 31)",Other
CTCF_union_00439,chr1,40001022,40001307,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00440,chr1,40002074,40002296,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00441,chr1,40085854,40086121,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00442,chr1,40095656,40095946,MAINTAINED,"Intron (ENSMUST00000191671.5/16178, intron 1 of 3)",Intron
CTCF_union_00443,chr1,40115232,40115665,MAINTAINED,"Intron (ENSMUST00000027243.12/16178, intron 5 of 8)",Intron
CTCF_union_00444,chr1,40116446,40116731,LOST,"Intron (ENSMUST00000027243.12/16178, intron 5 of 8)",Intron
CTCF_union_00445,chr1,40378698,40379200,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00446,chr1,40380056,40380427,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00447,chr1,40544562,40545115,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_00448,chr1,40579730,40580212,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00449,chr1,40658048,40658332,LOST,Distal Intergenic,Distal
CTCF_union_00450,chr1,40680007,40680407,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00451,chr1,40694488,40694729,LOST,"Exon (ENSMUST00000193691.1/ENSMUST00000193691.1, exon 2 of 3)",Other
CTCF_union_00452,chr1,40764128,40764348,LOST,"Intron (ENSMUST00000027231.12/226999, intron 9 of 11)",Intron
CTCF_union_00453,chr1,40768674,40768903,LOST,3' UTR,Other
CTCF_union_00454,chr1,40797345,40797811,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00455,chr1,40802716,40803243,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_00456,chr1,40844645,40845072,MAINTAINED,"Intron (ENSMUST00000114765.3/381339, intron 4 of 4)",Intron
CTCF_union_00457,chr1,40865127,40865358,GAINED,Distal Intergenic,Distal
CTCF_union_00458,chr1,40879071,40879509,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00459,chr1,40880605,40880848,LOST,Distal Intergenic,Distal
CTCF_union_00460,chr1,40884973,40885261,GAINED,Distal Intergenic,Distal
CTCF_union_00461,chr1,40887543,40888022,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00462,chr1,41001531,41001938,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00463,chr1,41152496,41153022,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00464,chr1,41264287,41264718,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00465,chr1,41270975,41271418,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00466,chr1,41274586,41275141,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00467,chr1,41744573,41745017,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00468,chr1,41810355,41810859,MAINTAINED,"Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 1 of 5)",Intron
CTCF_union_00469,chr1,41897778,41898167,MAINTAINED,"Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 4 of 5)",Intron
CTCF_union_00470,chr1,42238424,42238758,GAINED,"Exon (ENSMUST00000191125.1/ENSMUST00000191125.1, exon 1 of 1)",Other
CTCF_union_00471,chr1,42250119,42250333,LOST,Distal Intergenic,Distal
CTCF_union_00472,chr1,42490817,42491063,LOST,Distal Intergenic,Distal
CTCF_union_00473,chr1,42671484,42671817,GAINED,"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",Intron
CTCF_union_00474,chr1,42684154,42685226,MAINTAINED,"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",Intron
CTCF_union_00475,chr1,42686252,42687179,MAINTAINED,"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",Intron
CTCF_union_00476,chr1,42691131,42691714,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_00477,chr1,42693849,42694147,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00478,chr1,42695693,42695981,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00479,chr1,42697339,42698183,GAINED,Promoter (1-2kb),Promoter
CTCF_union_00480,chr1,42698419,42698851,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_00481,chr1,42704382,42704634,GAINED,"Intron (ENSMUST00000199521.4/ENSMUST00000199521.4, intron 1 of 1)",Intron
CTCF_union_00482,chr1,42714624,42714987,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_00483,chr1,42718520,42718933,MAINTAINED,"Intron (ENSMUST00000199521.4/ENSMUST00000199521.4, intron 1 of 1)",Intron
CTCF_union_00484,chr1,42779771,42780128,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00485,chr1,42856103,42856385,GAINED,"Intron (ENSMUST00000057208.12/69527, intron 1 of 10)",Intron
CTCF_union_00486,chr1,42914976,42915495,MAINTAINED,Distal Intergenic,Distal
CTCF_union_00487,chr1,42952914,42953596,GAINED,Promoter (<=1kb),Promoter
CTCF_union_00488,chr1,43042418,43042617,LOST,Distal Intergenic,Distal
CTCF_union_00489,chr1,43052001,43052222,LOST,"Intron (ENSMUST00000095014.7/73122, intron 11 of 12)",Intron
CTCF_union_00490,chr1,43065875,43066383,MAINTAINED,"Intron (ENSMUST00000095014.7/73122, intron 5 of 12)",Intron
CTCF_union_00491,chr1,43110595,43110984,MAINTAINED,"Intron (ENSMUST00000010434.7/98404, intron 2 of 3)",Intron
CTCF_union_00492,chr1,43112773,43113307,MAINTAINED,3' UTR,Other
CTCF_union_00493,chr1,43139528,43140054,MAINTAINED,"Intron (ENSMUST00000008280.13/14200, intron 3 of 5)",Intron
CTCF_union_00494,chr1,43143247,43143594,GAINED,"Intron (ENSMUST00000008280.13/14200, intron 2 of 5)",Intron
CTCF_union_00495,chr1,43264367,43264804,MAINTAINED,"Intron (ENSMUST00000189899.1/ENSMUST00000189899.1, intron 2 of 5)",Intron
CTCF_union_00496,chr1,43269765,43269975,LOST,"Intron (ENSMUST00000189899.1/ENSMUST00000189899.1, intron 2 of 5)",Intron
CTCF_union_00497,chr1,43299440,43299849,MAINTAINED,"Intron (ENSMUST00000189899.1/ENSMUST00000189899.1, intron 2 of 5)",Intron
CTCF_union_00498,chr1,43445402,43446339,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_00499,chr1,43561628,43561885,LOST,"Intron (ENSMUST00000086421.8/17974, intron 4 of 4)",Intron
CTCF_union_00500,chr1,43738107,43738577,MAINTAINED,"Exon (ENSMUST00000027217.8/78896, exon 3 of 4)",Other
CTCF_union_00501,chr1,43760097,43760601,MAINTAINED,3' UTR,Other
CTCF_union_00502,chr1,43762623,43762912,GAINED,"Intron (ENSMUST00000126008.7/67883, intron 10 of 14)",Intron
CTCF_union_00503,chr1,43898902,43899448,MAINTAINED,"Exon (ENSMUST00000189286.1/ENSMUST00000189286.1, exon 1 of 1)",Other
CTCF_union_00504,chr1,43902739,43903153,MAINTAINED,"Exon (ENSMUST00000158223.1/ENSMUST00000158223.1, exon 1 of 1)",Other
