# One row per reduced non-overlapping CTCF union component (mm10, BED-style 0-based start).
# Exact-coordinate MACS2 multi-summit records were collapsed before WT and mutant intervals were reduced.
# Signal is the mean of the deposited spike-in-normalised bigWig over the complete union component.
# log2FC_norm = log2((mutant + 0.01)/(wild type + 0.01)).
chrom,start,end,union_id,peak_class,n_wt_unique_intervals,n_mut_unique_intervals,n_wt_peak_records,n_mut_peak_records,wt_norm_signal,mut_norm_signal,log2FC_norm
chr1,31337165,31337436,CTCF_union_00244,MAINTAINED,1,1,1,1,10.41574669,6.36076956,-0.71061115
chr1,31452589,31452814,CTCF_union_00245,LOST,1,0,1,0,8.78473194,2.63314120,-1.73438611
chr1,32174503,32174949,CTCF_union_00246,MAINTAINED,1,1,1,1,28.07194371,21.76277536,-0.36711748
chr1,32408244,32408476,CTCF_union_00247,GAINED,0,1,0,1,1.77933375,2.51090779,0.49452084
chr1,32554048,32554296,CTCF_union_00248,MAINTAINED,1,1,1,1,22.81179780,14.46399935,-0.65694883
chr1,32964978,32965339,CTCF_union_00249,MAINTAINED,1,1,1,1,9.15633990,6.73745386,-0.44200258
chr1,33022883,33023167,CTCF_union_00250,MAINTAINED,1,1,1,1,6.08163360,5.36957583,-0.17933674
chr1,33174912,33175353,CTCF_union_00251,MAINTAINED,1,1,1,1,10.99706857,7.60403631,-0.53169694
chr1,33536709,33536902,CTCF_union_00252,LOST,1,0,1,0,14.71066215,5.34740521,-1.45823624
chr1,33565850,33566079,CTCF_union_00253,GAINED,0,1,0,1,11.86120482,5.90622762,-1.00471690
chr1,33627890,33628145,CTCF_union_00254,LOST,1,0,1,0,9.84828812,1.77394043,-2.46626971
chr1,33647154,33647553,CTCF_union_00255,MAINTAINED,1,1,1,1,15.54904403,10.21556931,-0.60557225
chr1,33663034,33663635,CTCF_union_00256,MAINTAINED,1,1,1,1,23.56706900,17.93524879,-0.39378245
chr1,33664871,33665158,CTCF_union_00257,GAINED,0,1,0,1,5.18047985,4.43297885,-0.22434064
chr1,33669696,33670794,CTCF_union_00258,GAINED,0,1,0,2,4.32946718,6.66090783,0.62036520
chr1,33672517,33672906,CTCF_union_00259,MAINTAINED,1,1,1,1,26.06995214,5.03568141,-2.36982020
chr1,33684588,33684878,CTCF_union_00260,LOST,1,0,1,0,9.82639387,2.08500794,-2.23117379
chr1,33739285,33739971,CTCF_union_00261,MAINTAINED,1,1,1,1,30.04120468,23.17274916,-0.37437117
chr1,33742818,33743451,CTCF_union_00262,MAINTAINED,1,1,1,1,11.54431124,5.98623134,-0.94630331
chr1,33757376,33757853,CTCF_union_00263,GAINED,0,1,0,1,4.64874681,8.50110267,0.86940413
chr1,33814113,33814742,CTCF_union_00264,MAINTAINED,1,1,1,1,9.72752162,3.87988290,-1.32382790
chr1,33846925,33847128,CTCF_union_00265,LOST,1,0,1,0,10.80524586,2.22695092,-2.27346096
chr1,33875719,33876022,CTCF_union_00266,MAINTAINED,1,1,1,1,10.47854994,5.66654149,-0.88573112
chr1,33883471,33883813,CTCF_union_00267,MAINTAINED,1,1,1,1,10.90713129,6.75103172,-0.69127849
chr1,33892751,33893214,CTCF_union_00268,MAINTAINED,1,1,1,1,23.37772629,9.43930180,-1.30747197
chr1,33906965,33907915,CTCF_union_00269,MAINTAINED,2,1,2,2,15.90301149,19.02113559,0.25815476
chr1,33944025,33944276,CTCF_union_00270,GAINED,0,1,0,1,3.68152735,4.90042693,0.41163062
chr1,33964541,33965025,CTCF_union_00271,MAINTAINED,1,1,1,1,24.51630852,12.84849493,-0.93160832
chr1,33966255,33966895,CTCF_union_00272,MAINTAINED,1,1,1,1,24.96086228,16.19445273,-0.62385534
chr1,34005563,34006157,CTCF_union_00273,MAINTAINED,1,1,1,1,22.47675437,21.21329437,-0.08342683
chr1,34011059,34011710,CTCF_union_00274,MAINTAINED,1,1,2,1,11.12684289,5.20688380,-1.09408011
chr1,34061123,34061544,CTCF_union_00275,LOST,1,0,1,0,19.33528411,2.75860872,-2.80474884
chr1,34068339,34068691,CTCF_union_00276,MAINTAINED,1,1,1,1,10.79177543,4.90512734,-1.13596776
chr1,34093703,34093971,CTCF_union_00277,LOST,1,0,1,0,12.59293138,3.85727876,-1.70436867
chr1,34097671,34097965,CTCF_union_00278,MAINTAINED,1,1,1,1,15.25128911,6.89919492,-1.14328731
chr1,34117649,34118323,CTCF_union_00279,MAINTAINED,1,1,1,1,15.23760744,14.94116786,-0.02832470
chr1,34164624,34165053,CTCF_union_00280,MAINTAINED,1,1,1,1,29.91593511,12.70021445,-1.23540796
chr1,34189977,34190366,CTCF_union_00281,MAINTAINED,1,1,1,1,11.75151376,6.61411463,-0.82827421
chr1,34201460,34201843,CTCF_union_00282,MAINTAINED,1,1,1,1,19.69043137,5.76027638,-1.77151489
chr1,34218221,34218830,CTCF_union_00283,MAINTAINED,1,1,1,1,30.81878009,26.70338113,-0.20671521
chr1,34409825,34410202,CTCF_union_00284,MAINTAINED,1,1,1,1,10.53613320,7.20078214,-0.54848647
chr1,34439752,34440325,CTCF_union_00285,MAINTAINED,1,1,1,1,8.14972584,13.51171126,0.72868516
chr1,34459687,34460107,CTCF_union_00286,MAINTAINED,1,1,1,1,7.18946093,7.90523128,0.13674262
chr1,34462789,34463249,CTCF_union_00287,MAINTAINED,1,1,1,1,13.84020291,5.41321132,-1.35268782
chr1,34472769,34473018,CTCF_union_00288,GAINED,0,1,0,1,6.46080334,5.78947381,-0.15802282
chr1,34485861,34486252,CTCF_union_00289,MAINTAINED,1,1,1,1,30.90228783,2.93545089,-3.39162003
chr1,34511091,34511481,CTCF_union_00290,MAINTAINED,1,1,1,1,18.13758875,8.06973992,-1.16739711
chr1,34580071,34580384,CTCF_union_00291,GAINED,0,1,0,1,8.77221314,6.24571751,-0.48940918
chr1,34583874,34584421,CTCF_union_00292,MAINTAINED,1,1,1,1,9.63256277,13.78894515,0.51706945
chr1,34602292,34602804,CTCF_union_00293,MAINTAINED,1,1,1,1,42.42329821,21.20966147,-0.99979518
chr1,34642419,34642881,CTCF_union_00294,MAINTAINED,1,1,1,1,36.19178564,13.65737930,-1.40532423
chr1,34665014,34665234,CTCF_union_00295,GAINED,0,1,0,1,5.69276173,2.78451410,-1.02906330
chr1,34700591,34701125,CTCF_union_00296,MAINTAINED,1,1,1,1,26.06259695,13.89465793,-0.90696604
chr1,34738366,34738730,CTCF_union_00297,MAINTAINED,1,1,1,1,22.35208275,8.13892326,-1.45637321
chr1,34751306,34751689,CTCF_union_00298,GAINED,0,1,0,1,3.38743445,4.81466910,0.50598428
chr1,34775592,34775890,CTCF_union_00299,MAINTAINED,1,1,1,1,6.67469850,5.64931683,-0.24023458
chr1,34776536,34776756,CTCF_union_00300,GAINED,0,1,0,1,5.90629957,4.01691846,-0.55501884
chr1,34842503,34842767,CTCF_union_00301,LOST,1,0,1,0,15.12731041,3.77714110,-1.99892781
chr1,34867063,34867731,CTCF_union_00302,MAINTAINED,1,1,1,1,34.13207669,19.72050952,-0.79112260
chr1,34891487,34892005,CTCF_union_00303,MAINTAINED,1,1,1,1,32.79339092,19.15010232,-0.77573969
chr1,34893828,34894158,CTCF_union_00304,GAINED,0,1,0,1,7.52371893,5.02415649,-0.58161215
chr1,34896211,34896436,CTCF_union_00305,LOST,1,0,1,0,10.61054969,2.58776417,-2.03151606
chr1,34896902,34897356,CTCF_union_00306,MAINTAINED,1,1,1,1,16.75640278,8.15091746,-1.03876994
chr1,34988307,34988520,CTCF_union_00307,LOST,1,0,1,0,14.31483655,4.09300785,-1.80376486
chr1,35032656,35032975,CTCF_union_00308,MAINTAINED,1,1,1,1,19.85582369,5.63837446,-1.81438097
chr1,35266652,35266958,CTCF_union_00309,LOST,1,0,1,0,8.54171189,2.40973974,-1.82136136
chr1,35385319,35385774,CTCF_union_00310,MAINTAINED,1,1,1,1,24.13365391,10.83631532,-1.15443901
chr1,35388160,35388502,CTCF_union_00311,MAINTAINED,1,1,1,1,11.98264214,7.44678352,-0.68552417
chr1,35465129,35465381,CTCF_union_00312,LOST,1,0,1,0,9.72357918,2.65038235,-1.87133680
chr1,35715972,35716332,CTCF_union_00313,LOST,1,0,1,0,10.30901211,3.81610234,-1.43135749
chr1,35726698,35726978,CTCF_union_00314,MAINTAINED,1,1,1,1,18.52338907,6.31027607,-1.55206724
chr1,35839619,35839910,CTCF_union_00315,GAINED,0,1,0,1,4.80529068,3.77656502,-0.34673319
chr1,36064675,36065256,CTCF_union_00316,MAINTAINED,1,1,1,1,37.11758095,29.26823455,-0.34266276
chr1,36068206,36069079,CTCF_union_00317,GAINED,0,1,0,2,6.11337902,7.86370248,0.36271421
chr1,36090545,36090876,CTCF_union_00318,GAINED,0,1,0,1,3.10276467,3.66119727,0.23805413
chr1,36107030,36107279,CTCF_union_00319,GAINED,0,1,0,1,3.86163017,3.01717796,-0.35496766
chr1,36134550,36134940,CTCF_union_00320,MAINTAINED,1,1,1,1,27.29479717,11.88244233,-1.19910941
chr1,36145027,36145494,CTCF_union_00321,MAINTAINED,1,1,1,1,21.62148630,8.23252522,-1.39197450
chr1,36149390,36149761,CTCF_union_00322,MAINTAINED,1,1,1,1,19.54736944,5.10341417,-1.93535354
chr1,36224765,36224960,CTCF_union_00323,LOST,1,0,1,0,15.35171943,4.30502281,-1.83189962
chr1,36244081,36244461,CTCF_union_00324,GAINED,0,1,0,1,7.83577333,5.25570218,-0.57528973
chr1,36252779,36253227,CTCF_union_00325,MAINTAINED,1,1,1,1,35.22332207,13.64989617,-1.36699399
chr1,36254648,36255015,CTCF_union_00326,MAINTAINED,1,1,1,1,24.08263652,11.89530441,-1.01698777
chr1,36256327,36256610,CTCF_union_00327,MAINTAINED,1,1,1,1,8.57545545,3.37423219,-1.34306612
chr1,36277248,36277639,CTCF_union_00328,MAINTAINED,1,1,1,1,23.51829911,6.05803860,-1.95509486
chr1,36279190,36279619,CTCF_union_00329,MAINTAINED,1,1,1,1,24.24961242,13.57087252,-0.83698033
chr1,36307256,36307673,CTCF_union_00330,GAINED,0,1,0,1,6.18293449,6.42776577,0.05593690
chr1,36321876,36322124,CTCF_union_00331,LOST,1,0,1,0,7.29493948,0.98348001,-2.87830947
chr1,36324049,36324446,CTCF_union_00332,MAINTAINED,1,1,1,1,15.12509439,6.41725062,-1.23562404
chr1,36444895,36445298,CTCF_union_00333,GAINED,0,1,0,1,6.94088965,7.13945866,0.04063637
chr1,36471247,36472071,CTCF_union_00334,MAINTAINED,1,1,1,2,7.14164958,12.76751535,0.83725937
chr1,36492496,36492737,CTCF_union_00335,MAINTAINED,1,1,1,1,14.39153330,8.23874779,-0.80397539
chr1,36496789,36497062,CTCF_union_00336,MAINTAINED,1,1,1,1,14.57735714,7.54417233,-0.94937293
chr1,36501214,36501716,CTCF_union_00337,MAINTAINED,1,1,1,1,33.25122615,9.91384450,-1.74487032
chr1,36511282,36512078,CTCF_union_00338,MAINTAINED,1,1,1,1,10.96216400,8.74124603,-0.32628774
chr1,36512343,36512819,CTCF_union_00339,GAINED,0,1,0,1,5.77878202,6.39309289,0.14550911
chr1,36513691,36514041,CTCF_union_00340,MAINTAINED,1,1,1,1,14.72590132,6.60887246,-1.15467793
chr1,36547017,36547743,CTCF_union_00341,MAINTAINED,1,1,1,1,42.00700576,45.35927921,0.11074238
chr1,36552010,36552256,CTCF_union_00342,GAINED,0,1,0,1,2.79949001,2.52941272,-0.14581338
chr1,36555892,36556177,CTCF_union_00343,GAINED,0,1,0,1,5.55702425,4.17948435,-0.41013368
chr1,36556691,36557916,CTCF_union_00344,MAINTAINED,1,1,1,1,24.86702343,36.55785251,0.55576203
chr1,36616085,36616350,CTCF_union_00345,GAINED,0,1,0,1,5.28052325,5.24407000,-0.00997499
chr1,36634951,36635401,CTCF_union_00346,MAINTAINED,1,1,1,1,25.69564277,9.72081225,-1.40145295
chr1,36664536,36664752,CTCF_union_00347,LOST,1,0,1,0,13.46585987,5.85597851,-1.19993364
chr1,36683748,36684692,CTCF_union_00348,MAINTAINED,1,1,1,1,22.56031604,17.86549590,-0.33644335
chr1,36691208,36691491,CTCF_union_00349,GAINED,0,1,0,1,3.78089965,3.31510533,-0.18914022
chr1,36696385,36696787,CTCF_union_00350,GAINED,0,1,0,1,6.11402457,8.89344008,0.53988280
chr1,36709081,36709859,CTCF_union_00351,MAINTAINED,1,1,1,1,9.46532280,8.39887784,-0.17226181
chr1,36737286,36737737,CTCF_union_00352,MAINTAINED,1,1,1,1,28.60954281,26.27239896,-0.12290366
chr1,36744488,36745000,CTCF_union_00353,MAINTAINED,1,1,1,1,37.54085544,6.96833566,-2.42789088
chr1,36746456,36746795,CTCF_union_00354,MAINTAINED,1,1,1,1,12.37910731,6.76308350,-0.87118755
chr1,36784485,36785613,CTCF_union_00355,MAINTAINED,1,1,1,2,23.81232035,24.58462467,0.04602910
chr1,36786445,36787265,CTCF_union_00356,MAINTAINED,1,1,1,2,8.50817746,5.84509035,-0.54085335
chr1,36805519,36806023,CTCF_union_00357,MAINTAINED,1,1,1,1,8.15884337,4.06954857,-1.00172230
chr1,36822012,36822257,CTCF_union_00358,GAINED,0,1,0,1,10.29512892,8.71197476,-0.24063583
chr1,37194543,37194997,CTCF_union_00359,GAINED,0,1,0,1,6.46941116,8.83369683,0.44878686
chr1,37249290,37249555,CTCF_union_00360,MAINTAINED,1,1,1,1,9.23149279,3.44075135,-1.42121539
chr1,37250406,37251266,CTCF_union_00361,MAINTAINED,1,1,1,1,19.48498311,20.29379303,0.05864636
chr1,37258521,37258807,CTCF_union_00362,GAINED,0,1,0,1,4.09596814,4.40187260,0.10366870
chr1,37272354,37273397,CTCF_union_00363,MAINTAINED,1,1,1,1,21.51237139,20.02929323,-0.10300542
chr1,37329195,37329472,CTCF_union_00364,MAINTAINED,1,1,1,1,7.77971112,4.63908798,-0.74462210
chr1,37401628,37402109,CTCF_union_00365,MAINTAINED,1,1,1,1,19.06272203,14.28357813,-0.41614364
chr1,37419406,37419924,CTCF_union_00366,MAINTAINED,1,1,1,1,41.41672745,13.61208026,-1.60461482
chr1,37429960,37430367,CTCF_union_00367,GAINED,0,1,0,1,9.92405770,7.81419517,-0.34444077
chr1,37448419,37448732,CTCF_union_00368,MAINTAINED,1,1,1,1,12.45577684,8.20379325,-0.60185225
chr1,37460034,37460350,CTCF_union_00369,GAINED,0,1,0,1,2.10343702,2.90428874,0.46355270
chr1,37471835,37472110,CTCF_union_00370,LOST,1,0,1,0,8.98666071,2.09869865,-2.09303668
chr1,37634583,37635022,CTCF_union_00371,MAINTAINED,1,1,1,1,31.65019733,8.68007958,-1.86522895
chr1,37639107,37639553,CTCF_union_00372,MAINTAINED,1,1,1,1,33.25559371,8.40267602,-1.98339409
chr1,37654004,37654306,CTCF_union_00373,GAINED,0,1,0,1,5.66288689,6.25064352,0.14222786
chr1,37678338,37678877,CTCF_union_00374,MAINTAINED,1,1,1,1,29.08273498,15.67682709,-0.89110536
chr1,37719614,37720252,CTCF_union_00375,MAINTAINED,1,1,1,1,21.67471247,20.47311273,-0.08224334
chr1,37802297,37802655,CTCF_union_00376,MAINTAINED,1,1,1,1,9.03763246,7.07593755,-0.35258157
chr1,37864727,37865321,CTCF_union_00377,MAINTAINED,1,1,1,1,13.19578218,21.37849673,0.69566533
chr1,37867068,37867382,CTCF_union_00378,MAINTAINED,1,1,1,1,22.30475344,10.45375210,-1.09259760
chr1,37891327,37891841,CTCF_union_00379,MAINTAINED,1,1,1,1,7.91746589,6.33758639,-0.32065164
chr1,37985678,37986105,CTCF_union_00380,MAINTAINED,1,1,1,1,11.33188123,5.51142505,-1.03854738
chr1,37997167,37998256,CTCF_union_00381,MAINTAINED,1,1,1,2,11.31421577,10.34452731,-0.12914945
chr1,38128987,38130402,CTCF_union_00382,MAINTAINED,2,1,2,2,28.26333265,30.74048223,0.12116709
chr1,38185451,38185973,CTCF_union_00383,MAINTAINED,1,1,1,1,42.69439743,37.48949400,-0.18751351
chr1,38202827,38203168,CTCF_union_00384,MAINTAINED,1,1,1,1,20.36721686,4.10441224,-2.30819877
chr1,38252685,38253076,CTCF_union_00385,MAINTAINED,1,1,1,1,24.71083727,18.56869928,-0.41207811
chr1,38264709,38264912,CTCF_union_00386,LOST,1,0,1,0,10.29316405,3.52763602,-1.54222992
chr1,38307247,38307526,CTCF_union_00387,GAINED,0,1,0,1,3.88705236,4.51841117,0.21662164
chr1,38318713,38319007,CTCF_union_00388,MAINTAINED,1,1,1,1,10.23666178,8.13877983,-0.33049802
chr1,38390903,38391136,CTCF_union_00389,LOST,1,0,1,0,13.48075310,6.17242864,-1.12572530
chr1,38392934,38393324,CTCF_union_00390,MAINTAINED,1,1,1,1,18.62453843,17.07610089,-0.12515588
chr1,38626803,38627681,CTCF_union_00391,GAINED,0,1,0,2,4.15065915,4.76319125,0.19814204
chr1,38628463,38628709,CTCF_union_00392,GAINED,0,1,0,1,5.88949477,5.77937581,-0.02718360
chr1,38767768,38768316,CTCF_union_00393,MAINTAINED,1,1,1,1,28.48289216,26.69433458,-0.09352813
chr1,38769863,38770255,CTCF_union_00394,MAINTAINED,1,1,1,1,13.68741762,11.16199336,-0.29401731
chr1,38787386,38787858,CTCF_union_00395,MAINTAINED,1,1,1,1,31.49995218,4.63146156,-2.76315649
chr1,38788911,38789331,CTCF_union_00396,MAINTAINED,1,1,1,1,19.51339762,4.53232407,-2.10370160
chr1,38799347,38799805,CTCF_union_00397,MAINTAINED,1,1,1,1,18.87864054,18.38436153,-0.03825527
chr1,38834942,38835272,CTCF_union_00398,MAINTAINED,1,1,1,1,17.64620982,10.29582431,-0.77671578
chr1,38836071,38836314,CTCF_union_00399,GAINED,0,1,0,1,4.84133509,3.44297655,-0.49054130
chr1,38836618,38836861,CTCF_union_00400,GAINED,0,1,0,1,4.78786314,4.36849527,-0.13195685
chr1,38856129,38856609,CTCF_union_00401,MAINTAINED,1,1,1,1,27.11115432,14.55322473,-0.89708874
chr1,38862270,38862562,CTCF_union_00402,LOST,1,0,1,0,14.70538503,3.34113387,-2.13460407
chr1,38897961,38898206,CTCF_union_00403,LOST,1,0,1,0,9.06510061,3.72163085,-1.28210736
chr1,38934685,38934994,CTCF_union_00404,LOST,1,0,1,0,12.26119983,2.95356116,-2.04987258
chr1,38936777,38937151,CTCF_union_00405,MAINTAINED,1,1,1,1,18.05163571,5.21717286,-1.78882578
chr1,38989495,38989790,CTCF_union_00406,GAINED,0,1,0,1,3.39670187,5.00880407,0.55896793
chr1,39000906,39001775,CTCF_union_00407,MAINTAINED,1,1,1,1,18.25259792,14.04854456,-0.37744476
chr1,39010516,39011142,CTCF_union_00408,MAINTAINED,1,1,1,1,24.13715819,19.34513704,-0.31913689
chr1,39192812,39193290,CTCF_union_00409,GAINED,0,1,0,1,2.44445227,4.52467308,0.88559743
chr1,39193671,39194004,CTCF_union_00410,GAINED,0,1,0,1,5.04716383,4.04886352,-0.31725269
chr1,39196709,39196952,CTCF_union_00411,LOST,1,0,1,0,10.84878613,3.02631791,-1.83846808
chr1,39207020,39207272,CTCF_union_00412,MAINTAINED,1,1,1,1,13.07716132,5.03966641,-1.37389221
chr1,39217599,39217994,CTCF_union_00413,MAINTAINED,1,1,1,1,17.97758992,7.89219626,-1.18667632
chr1,39253856,39254096,CTCF_union_00414,LOST,1,0,1,0,10.29929826,1.54093718,-2.73273398
chr1,39340632,39340998,CTCF_union_00415,MAINTAINED,1,1,1,1,29.83017038,11.56438220,-1.36632058
chr1,39344944,39345268,CTCF_union_00416,LOST,1,0,1,0,17.03824374,1.22196517,-3.79058974
chr1,39390439,39391084,CTCF_union_00417,GAINED,0,1,0,2,3.89273551,3.80694105,-0.03206879
chr1,39392158,39392662,CTCF_union_00418,MAINTAINED,1,1,1,1,35.45745502,13.51976915,-1.39035859
chr1,39414144,39414486,CTCF_union_00419,GAINED,0,1,0,1,3.76138061,5.22601494,0.47337646
chr1,39478215,39478527,CTCF_union_00420,GAINED,0,1,0,1,3.57683584,5.38673148,0.58937419
chr1,39504326,39504563,CTCF_union_00421,LOST,1,0,1,0,10.23567469,2.67931661,-1.92970347
chr1,39522480,39523348,CTCF_union_00422,MAINTAINED,1,1,1,1,21.68330922,8.33375854,-1.37848083
chr1,39527435,39527876,CTCF_union_00423,MAINTAINED,1,1,1,1,21.62923574,12.40028108,-0.80211376
chr1,39530225,39530674,CTCF_union_00424,MAINTAINED,1,1,1,1,37.96202083,21.96097746,-0.78933772
chr1,39547273,39547569,CTCF_union_00425,GAINED,0,1,0,1,6.41926490,7.31631334,0.18843361
chr1,39562058,39562251,CTCF_union_00426,LOST,1,0,1,0,15.48750340,5.84702645,-1.40379551
chr1,39576493,39577201,CTCF_union_00427,MAINTAINED,1,1,1,2,7.07292662,5.00199373,-0.49896099
chr1,39614890,39615377,CTCF_union_00428,MAINTAINED,1,1,1,1,25.64188789,12.36576841,-1.05154690
chr1,39650519,39651281,CTCF_union_00429,MAINTAINED,1,1,1,1,19.62655327,17.25206777,-0.18593643
chr1,39685844,39686222,CTCF_union_00430,MAINTAINED,1,1,1,1,36.87146958,15.93306512,-1.20996712
chr1,39701283,39701560,CTCF_union_00431,GAINED,0,1,0,1,3.68418075,7.78538929,1.07736661
chr1,39720615,39721019,CTCF_union_00432,MAINTAINED,1,1,1,1,8.40320478,8.40925254,0.00103670
chr1,39761357,39761791,CTCF_union_00433,MAINTAINED,1,1,1,1,14.94454766,10.79082012,-0.46944341
chr1,39911507,39911933,CTCF_union_00434,MAINTAINED,1,1,1,1,28.91709540,15.77552478,-0.87381924
chr1,39936425,39936949,CTCF_union_00435,MAINTAINED,1,1,1,1,21.65580421,14.58577951,-0.56986853
chr1,39943034,39943262,CTCF_union_00436,GAINED,0,1,0,1,6.86517379,4.58499358,-0.58133334
chr1,39976868,39977266,CTCF_union_00437,MAINTAINED,1,1,1,1,11.95665888,7.44078518,-0.68355603
chr1,39983209,39983499,CTCF_union_00438,MAINTAINED,1,1,1,1,13.94685383,6.34010490,-1.13612143
chr1,40001022,40001307,CTCF_union_00439,MAINTAINED,1,1,1,1,12.25210512,6.13289554,-0.99721592
chr1,40002074,40002296,CTCF_union_00440,GAINED,0,1,0,1,7.21730724,4.76767895,-0.59714832
chr1,40085854,40086121,CTCF_union_00441,GAINED,0,1,0,1,2.91061007,7.47790045,1.35829150
chr1,40095656,40095946,CTCF_union_00442,MAINTAINED,1,1,1,1,8.03413308,4.87805620,-0.71867608
chr1,40115232,40115665,CTCF_union_00443,MAINTAINED,1,1,1,1,25.00781492,5.77891943,-2.11158981
chr1,40116446,40116731,CTCF_union_00444,LOST,1,0,1,0,29.06171201,4.18346522,-2.79340124
chr1,40378698,40379200,CTCF_union_00445,MAINTAINED,1,1,1,1,38.61126218,25.59137651,-0.59317393
chr1,40380056,40380427,CTCF_union_00446,MAINTAINED,1,1,1,1,11.88656515,7.31035525,-0.70055952
chr1,40544562,40545115,CTCF_union_00447,MAINTAINED,1,1,1,1,21.63715801,19.54996862,-0.14627357
chr1,40579730,40580212,CTCF_union_00448,MAINTAINED,1,1,1,1,35.74867138,7.77862543,-2.19885249
chr1,40658048,40658332,CTCF_union_00449,LOST,1,0,1,0,14.36644799,4.51575622,-1.66747649
chr1,40680007,40680407,CTCF_union_00450,GAINED,0,1,0,1,3.02981867,3.14663055,0.05440015
chr1,40694488,40694729,CTCF_union_00451,LOST,1,0,1,0,8.53331014,3.50920591,-1.27954523
chr1,40764128,40764348,CTCF_union_00452,LOST,1,0,1,0,9.42736090,3.64565037,-1.36825538
chr1,40768674,40768903,CTCF_union_00453,LOST,1,0,1,0,16.74318102,1.88741742,-3.14232605
chr1,40797345,40797811,CTCF_union_00454,MAINTAINED,1,1,1,1,18.03118462,5.42689126,-1.73044019
chr1,40802716,40803243,CTCF_union_00455,MAINTAINED,1,1,1,1,27.87108037,13.75794207,-1.01797353
chr1,40844645,40845072,CTCF_union_00456,MAINTAINED,1,1,1,1,35.84255404,10.16737737,-1.81671006
chr1,40865127,40865358,CTCF_union_00457,GAINED,0,1,0,1,9.68590021,6.31181139,-0.61703686
chr1,40879071,40879509,CTCF_union_00458,MAINTAINED,1,1,1,1,31.02986526,6.37340561,-2.28172407
chr1,40880605,40880848,CTCF_union_00459,LOST,1,0,1,0,10.40867065,4.67777869,-1.15219484
chr1,40884973,40885261,CTCF_union_00460,GAINED,0,1,0,1,6.48304879,7.29601113,0.17018790
chr1,40887543,40888022,CTCF_union_00461,MAINTAINED,1,1,1,1,24.18377287,15.31127615,-0.65909930
chr1,41001531,41001938,CTCF_union_00462,MAINTAINED,1,1,1,1,26.47152648,11.71851109,-1.17496641
chr1,41152496,41153022,CTCF_union_00463,MAINTAINED,1,1,1,1,22.85612175,22.23787857,-0.03954392
chr1,41264287,41264718,CTCF_union_00464,MAINTAINED,1,1,1,1,14.02470118,3.58688304,-1.96417919
chr1,41270975,41271418,CTCF_union_00465,MAINTAINED,1,1,1,1,10.53565340,11.79373375,0.16259480
chr1,41274586,41275141,CTCF_union_00466,MAINTAINED,1,1,1,1,12.90741564,9.96409215,-0.37306002
chr1,41744573,41745017,CTCF_union_00467,MAINTAINED,1,1,1,1,8.99125117,5.03787204,-0.83445021
chr1,41810355,41810859,CTCF_union_00468,MAINTAINED,1,1,1,1,22.56573212,15.63951195,-0.52865511
chr1,41897778,41898167,CTCF_union_00469,MAINTAINED,1,1,1,1,11.33526674,12.00558347,0.08281618
chr1,42238424,42238758,CTCF_union_00470,GAINED,0,1,0,1,8.11891345,4.63112985,-0.80858647
chr1,42250119,42250333,CTCF_union_00471,LOST,1,0,1,0,10.04899373,1.30141729,-2.93928726
chr1,42490817,42491063,CTCF_union_00472,LOST,1,0,1,0,11.64490246,1.37307862,-3.07498185
chr1,42671484,42671817,CTCF_union_00473,GAINED,0,1,0,1,2.69992558,3.88449096,0.52318153
chr1,42684154,42685226,CTCF_union_00474,MAINTAINED,1,1,1,3,11.37988509,12.34541024,0.11738972
chr1,42686252,42687179,CTCF_union_00475,MAINTAINED,1,1,1,2,4.39274739,5.26250173,0.26008359
chr1,42691131,42691714,CTCF_union_00476,MAINTAINED,1,1,1,1,26.76694605,27.20835873,0.02358865
chr1,42693849,42694147,CTCF_union_00477,GAINED,0,1,0,1,3.81028075,4.78040991,0.32647044
chr1,42695693,42695981,CTCF_union_00478,GAINED,0,1,0,1,6.07004869,7.32161634,0.27004842
chr1,42697339,42698183,CTCF_union_00479,GAINED,0,1,0,1,1.86168050,3.78401469,1.01939108
chr1,42698419,42698851,CTCF_union_00480,MAINTAINED,1,1,1,1,4.15891530,5.67084473,0.44643341
chr1,42704382,42704634,CTCF_union_00481,GAINED,0,1,0,1,1.07092198,3.59011499,1.73578060
chr1,42714624,42714987,CTCF_union_00482,MAINTAINED,1,1,1,1,21.07681524,14.11320910,-0.57827328
chr1,42718520,42718933,CTCF_union_00483,MAINTAINED,1,1,1,1,13.32662854,4.92983361,-1.43285965
chr1,42779771,42780128,CTCF_union_00484,MAINTAINED,1,1,1,1,18.37926619,6.69775451,-1.45496212
